industry_title,industry,occupation_title,occupation,occupation_based_setting
"Pulp, paper, and paperboard mills ",1870,"Directors, religious activities and education",2050,Other schools
Paperboard container manufacturing,1880,"Directors, religious activities and education",2050,Other schools
Miscellaneous paper and pulp products  ,1890,"Directors, religious activities and education",2050,Other schools
Printing and related support activities ,1990,"Directors, religious activities and education",2050,Other schools
Petroleum refining ,2070,"Directors, religious activities and education",2050,Other schools
Miscellaneous petroleum and coal products ,2090,"Directors, religious activities and education",2050,Other schools
"Resin, synthetic rubber, and fibers and filaments manufacturing   ",2170,"Directors, religious activities and education",2050,Other schools
Agricultural chemical manufacturing  ,2180,"Directors, religious activities and education",2050,Other schools
Pharmaceutical and medicine manufacturing,2190,"Directors, religious activities and education",2050,Other schools
"Paint, coating, and adhesive manufacturing ",2270,"Directors, religious activities and education",2050,Other schools
"Soap, cleaning compound, and cosmetics manufacturing ",2280,"Directors, religious activities and education",2050,Other schools
Industrial and miscellaneous chemicals ,2290,"Directors, religious activities and education",2050,Other schools
Plastics product manufacturing ,2370,"Directors, religious activities and education",2050,Other schools
Tire manufacturing ,2380,"Directors, religious activities and education",2050,Other schools
"Rubber products, except tires, manufacturing ",2390,"Directors, religious activities and education",2050,Other schools
